date,temperature
2025-01-01,25.993428306022466
2025-01-02,24.72347139765763
2025-01-03,26.295377076201383
2025-01-04,28.04605971281605
2025-01-05,24.531693250553328
2025-01-06,24.53172608610164
2025-01-07,28.158425631014783
2025-01-08,26.534869458305817
2025-01-09,24.061051228130097
2025-01-10,26.08512008717193
2025-01-11,24.073164614375074
2025-01-12,24.068540492859487
2025-01-13,25.48392454313207
2025-01-14,21.173439510684403
2025-01-15,21.550164334973935
2025-01-16,23.875424941518055
2025-01-17,22.974337759331153
2025-01-18,25.628494665190548
2025-01-19,23.183951848957577
2025-01-20,22.175392597329417
2025-01-21,40.0
2025-01-22,24.54844739902693
2025-01-23,25.13505640937585
2025-01-24,22.150503627573087
2025-01-25,23.911234550949636
2025-01-26,25.22184517941973
2025-01-27,22.698012845155393
2025-01-28,25.751396036691343
2025-01-29,23.79872262016239
2025-01-30,24.416612500413446
2025-01-31,23.796586775541208
2025-02-01,28.704556369017876
2025-02-02,24.97300555052413
2025-02-03,22.8845781420882
2025-02-04,26.645089824206377
2025-02-05,22.558312700057954
2025-02-06,25.41772719000951
2025-02-07,21.08065975224045
2025-02-08,22.34362790220314
2025-02-09,25.393722471738247
2025-02-10,26.47693315999082
2025-02-11,25.34273656237994
2025-02-12,24.768703435223518
2025-02-13,24.397792608821423
2025-02-14,22.042956019265144
2025-02-15,10.0
2025-02-16,24.078722458080424
2025-02-17,27.11424445243783
2025-02-18,25.687236579136922
2025-02-19,21.47391968927453
2025-02-20,25.64816793878959
2025-02-21,24.229835439167367
2025-02-22,23.646155999388082
2025-02-23,26.223352577681737
2025-02-24,27.0619990449919
2025-02-25,26.862560238232398
2025-02-26,23.321564953554724
2025-02-27,24.381575248297573
2025-02-28,25.662526862807127
2025-03-01,26.95109025424472
2025-03-02,24.04165152430942
2025-03-03,24.628682046672367
2025-03-04,22.787330051987944
2025-03-05,22.60758675183866
2025-03-06,26.625051644788396
2025-03-07,27.712480057141647
2025-03-08,24.855979756839332
2025-03-09,27.007065795784047
2025-03-10,25.723272050095268
2025-03-11,23.70976049078975
2025-03-12,38.0
2025-03-13,28.07607313293194
2025-03-14,24.928347921780098
2025-03-15,28.129287311628012
2025-03-16,19.76050979182051
2025-03-17,26.643805008750448
2025-03-18,25.17409413647634
2025-03-19,24.401985299068265
2025-03-20,25.183521553071003
2025-03-21,21.024862170798215
2025-03-22,24.560656224324976
2025-03-23,25.714225143023494
2025-03-24,27.955788089483033
2025-03-25,23.963459563452705
2025-03-26,23.383012794213624
2025-03-27,23.996485912830927
2025-03-28,26.83080423540415
2025-03-29,25.65750221931937
2025-03-30,23.940479592465923
2025-03-31,26.02653486622671
2025-04-01,25.19415509869608
2025-04-02,26.937289981065778
2025-04-03,23.595893812245293
2025-04-04,24.344675706804463
2025-04-05,24.215783693735684
2025-04-06,22.072970103735763
2025-04-07,25.59224055412915
2025-04-08,25.52211054435978
2025-04-09,25.01022691328492
2025-04-10,24.530825733249706
2025-04-11,22.169258515899173
2025-04-12,24.15870935446928
2025-04-13,24.314570966946462
2025-04-14,23.39544546155676
2025-04-15,24.67742857666798
2025-04-16,25.80810171362908
2025-04-17,28.77237180242106
2025-04-18,25.349155625663677
2025-04-19,25.51510078144553
2025-04-20,24.851108168467665
2025-04-21,21.162457569401916
2025-04-22,24.946972249101567
2025-04-23,25.120460419882054
2025-04-24,29.926484224970572
2025-04-25,24.615278070437753
2025-04-26,25.603094684667226
2025-04-27,24.930576460589513
2025-04-28,22.662643924760935
2025-04-29,27.285645629030043
2025-04-30,26.503866065373547
2025-05-01,5.0
2025-05-02,23.18122509041052
2025-05-03,27.805588621872197
2025-05-04,22.19629787441544
2025-05-05,26.17371418760054
2025-05-06,29.380911251619956
2025-05-07,23.01892734973862
2025-05-08,23.867404540794457
2025-05-09,25.199302730175283
2025-05-10,23.9930486917676
2025-05-11,21.898673137867736
2025-05-12,25.137125949612056
2025-05-13,22.87539257254779
2025-05-14,25.94718486127036
2025-05-15,23.161151531532393
2025-05-16,28.09986881003508
2025-05-17,23.433493415327526
2025-05-18,24.35587696758865
2025-05-19,26.62703443473934
2025-05-20,22.53827136713209
2025-05-21,25.454919869208258
2025-05-22,27.614285508564855
2025-05-23,21.785033530877545
2025-05-24,25.36926771706461
2025-05-25,25.519765588496846
2025-05-26,26.56364574355462
2025-05-27,22.526098578243836
2025-05-28,22.359086773831446
2025-05-29,26.043883131233795
2025-05-30,25.593969346466373
2025-05-31,42.0
2025-06-01,25.69289641899395
2025-06-02,23.63995055684302
2025-06-03,25.464507394322005
2025-06-04,25.58614494659736
2025-06-05,23.571297163947264
2025-06-06,28.731549022289514
2025-06-07,25.947665841823575
2025-06-08,22.617393005594703
2025-06-09,26.31310721726766
2025-06-10,23.050636659545358
2025-06-11,26.574169207484903
2025-06-12,27.317191158014808
2025-06-13,23.358635363296578
2025-06-14,26.926752258488644
2025-06-15,25.825561853872998
2025-06-16,26.64412031998898
2025-06-17,28.793585965307894
2025-06-18,24.50922376799426
2025-06-19,23.49252767128502
2025-06-20,23.220971140748954
2025-06-21,23.368379430069123
2025-06-22,24.845796581171793
2025-06-23,25.682303949633287
2025-06-24,25.55338159866004
2025-06-25,26.654366498072047
2025-06-26,25.026003783755815
2025-06-27,27.907068154314633
2025-06-28,24.47068633352409
2025-06-29,30.440338333179238
2025-06-30,26.251334695530012
2025-07-01,23.285684887167434
2025-07-02,22.858215003877774
2025-07-03,25.96494483048637
2025-07-04,24.5530744293483
2025-07-05,26.428000988184184
2025-07-06,25.94647524914709
2025-07-07,24.854342174686256
2025-07-08,23.30641256386319
2025-07-09,21.97030555062827
2025-07-10,24.106970095865957
2025-07-11,26.712797588646943
2025-07-12,25.42818748826041
2025-07-13,22.508522442576023
2025-07-14,25.346361851702365
2025-07-15,25.770634759457675
2025-07-16,23.232285127597734
2025-07-17,25.307450211891055
2025-07-18,25.116417436892
2025-07-19,22.714059404338755
2025-07-20,8.0
2025-07-21,26.12156905273647
2025-07-22,27.166102486350553
2025-07-23,27.107604104069807
2025-07-24,22.244661264085817
2025-07-25,23.124349920169756
2025-07-26,26.03007053441732
2025-07-27,26.027571901824416
2025-07-28,26.030095372612095
2025-07-29,32.705462981309445
2025-07-30,26.141781021386333
2025-07-31,27.271131280361196
2025-08-01,26.908003526986406
2025-08-02,26.302782502611596
2025-08-03,24.369461510719308
2025-08-04,26.517938440986534
2025-08-05,23.454349570924855
2025-08-06,24.526362786519982
2025-08-07,24.02927290434179
2025-08-08,25.163748278772644
2025-08-09,29.629317133347016
2025-08-10,21.265469614816503
2025-08-11,26.372520380749027
2025-08-12,21.774568257620697
2025-08-13,24.056136268421135
2025-08-14,27.177901193934733
2025-08-15,25.128560038190926
2025-08-16,22.844510444141388
2025-08-17,23.569392581480063
2025-08-18,26.35919549786935
2025-08-19,23.539266736565725
2025-08-20,25.43291717916395
2025-08-21,25.091143679807626
2025-08-22,23.696799304788367
2025-08-23,29.28788817865065
2025-08-24,26.267838044636022
2025-08-25,20.949714826684787
2025-08-26,25.372908629538856
2025-08-27,23.676427070463223
2025-08-28,26.704866669592448
2025-08-29,23.414958523134597
2025-08-30,24.7705271170662
2025-08-31,26.009974557960913
2025-09-01,26.731510388340244
2025-09-02,22.59940718588845
2025-09-03,24.330997528318104
2025-09-04,24.050109377678087
2025-09-05,23.693341534852575
2025-09-06,28.530908480562193
2025-09-07,25.80996342192191
2025-09-08,37.0
2025-09-09,26.835723894109552
2025-09-10,29.244312394025265
2025-09-11,27.064930521102294
2025-09-12,21.961260068091974
2025-09-13,24.0315318542675
2025-09-14,27.533822298373245
2025-09-15,23.58466106876244
2025-09-16,25.887638856292458
2025-09-17,26.549268106858673
2025-09-18,23.146139056843833
2025-09-19,24.8809492878764
2025-09-20,18.517465319861856
2025-09-21,22.95122471733142
2025-09-22,24.49486369721368
2025-09-23,22.504433636070303
2025-09-24,28.26482260786327
2025-09-25,22.139717244078735
2025-09-26,24.119911026606033
2025-09-27,25.261481154572184
2025-09-28,27.88254657813223
2025-09-29,22.128275697641122
2025-09-30,27.32632750430992
2025-10-01,25.020466122039174
2025-10-02,23.036982697904097
2025-10-03,25.924206948526543
2025-10-04,25.398119391146942
2025-10-05,23.79956624568241
2025-10-06,25.13960416998004
2025-10-07,24.22937280627648
2025-10-08,25.227034690502496
2025-10-09,26.324261349042093
2025-10-10,28.172033632290706
2025-10-11,22.5243690023463
2025-10-12,29.266066749312532
2025-10-13,21.095824400954996
2025-10-14,24.696429809928834
2025-10-15,26.176634412969154
2025-10-16,25.561983735470065
2025-10-17,23.75460096035881
2025-10-18,24.58375549928545
2025-10-19,24.013998130682335
2025-10-20,23.821270486111576
2025-10-21,26.69920419404205
2025-10-22,25.714030971930093
2025-10-23,23.614180809478693
2025-10-24,26.799199750866503
2025-10-25,25.61459904175322
2025-10-26,26.62572423767792
2025-10-27,26.259257683847224
2025-10-28,12.0
2025-10-29,23.87963791960606
2025-10-30,26.494587210246525
2025-10-31,26.22074053086693
2025-11-01,24.958196812071705
2025-11-02,25.234654766617563
2025-11-03,27.55532979157685
2025-11-04,23.81685722232834
2025-11-05,26.094194762340077
2025-11-06,24.595614695132213
2025-11-07,24.56463759354556
2025-11-08,27.19755370397438
2025-11-09,26.65083269797606
2025-11-10,26.627019272001277
2025-11-11,27.61095761430866
2025-11-12,25.042007683265517
2025-11-13,26.363905942589927
2025-11-14,24.379466486813087
2025-11-15,25.648332704976884
2025-11-16,24.739713891264632
2025-11-17,25.193991929985437
2025-11-18,26.190314050873827
2025-11-19,23.363558633533057
2025-11-20,29.18477455137092
2025-11-21,22.987965237000594
2025-11-22,22.571622774424537
2025-11-23,27.316221747000135
2025-11-24,26.58332538792587
2025-11-25,26.24823963410431
2025-11-26,26.25669101852856
2025-11-27,45.0
2025-11-28,23.20549125702834
2025-11-29,25.15160911638745
2025-11-30,23.645676576975777
2025-12-01,26.9502394668355
2025-12-02,24.705885236995723
2025-12-03,23.349005606414977
2025-12-04,24.357228316694012
2025-12-05,25.825862908551247
2025-12-06,23.87255089439205
2025-12-07,23.355559208867138
2025-12-08,25.487374422983823
2025-12-09,25.489933142217446
2025-12-10,23.98611364925774
2025-12-11,24.057923388763353
2025-12-12,25.464099874715274
2025-12-13,22.10383131700535
2025-12-14,22.18507245124689
2025-12-15,23.563111557495127
2025-12-16,24.573105696576306
2025-12-17,25.62181513119601
2025-12-18,27.950712433899103
2025-12-19,26.71531924640404
2025-12-20,24.680122940073147
2025-12-21,24.96196758419462
2025-12-22,22.994941270724382
2025-12-23,24.96297372801522
2025-12-24,24.422682722159724
2025-12-25,25.645437120676178
2025-12-26,23.345538112895355
2025-12-27,26.038693028482346
2025-12-28,28.065477826005157
2025-12-29,24.782479703086285
2025-12-30,25.803423444197882
2025-12-31,26.380287983422225
